date,policy_type,start_stop,comments,total_phases,state
2020-04-30,shelter in place,start,"Policy_Details: New Mexico's stay at home restrictions were modified on April 30, with an extension of the state's stay-at-home order in place until May 15. New Mexicans must remain home except for outings essential for health, safety and welfare, especially elderly and vulnerable individuals. If you must leave home, gatherings of more than five people remain prohibited and 6 feet of physical distance from others must be maintained. Large retailers like big-box stores and grocery stores will continue operating at 20 percent capacity as determined by fire code. Locations and services where high-intensity contact is unavoidable – such as gyms, salons and dine-in service at restaurants and bars – will remain temporarily closed. Limited in-person operations for those types of businesses could be included in the next modification of the public health order, as soon as early June, depending on New Mexico’s rate of COVID-19 transmission, testing capacity and other gating criteria. Other high-intensity contact services that must remain closed include indoor malls, massage and tattoo parlors, theaters, casinos. 14-day quarantine order remains in place for out-of-state airport arrivals. Vacation rentals prohibited to out-of-state residents. Visits to long-term care and other congregate care facilities remain restricted. WHAT WILL CHANGE BEGINNING MAY 16: All retailers may operate according to COVID-Safe Practices (“CSPs”) at 25 percent fire code occupancy (a “retailer” is any business that sells goods directly to the ultimate consumer or end-users and does not include wholesalers or suppliers, not does it include entertainment venues such as movie theaters, concert halls, or amusement parks); Non-essential businesses (other than retailers; such as office spaces, call centers) generally may operate according to CSPs at up to 25 percent of pre-crisis staffing levels. All employees should continue to work from home wherever possible; Houses of worship may operate at 10 percent occupancy; Additional state parks and certain outdoor recreation guides with COVID-Safe Practices; Masks will be required of everyone in public places, with exceptions for eating, drinking and exercising and medical requirements.   Source information: https://cv.nmhealth.org/2020/05/13/stay-at-home-order-extended/",,NM
2020-05-15,non-essential businesses,start,Policy_Details: Ease restrictions on several business categories   Source information: https://health.wyo.gov/restrictions-ease-under-updated-public-health-orders/Source,,WY
2020-05-04,manufacturing,start,"Policy_Details: Executive Order 20-25 (amending EO 20-03) by Governor Asa Hutchinson: manufacturing, construction subject to social distancing polices by Arkansas Department of Health  Phase Level: 1, Phase Details Source information: https://governor.arkansas.gov/images/uploads/executiveOrders/EO_20-25._._.pdf",3.0,AR
2020-05-27,non-essential businesses,start,"Policy_Details: The new order clarifies that generally all businesses that are within the counties that have been moved to the low risk phase are operating if they can meet and adhere to the specific guidelines. For clarity, the order states symptom checking in public and business interactions should happen when feasible. 

The guidance for  K-12 education addresses the resumption of school activities, including sports, under jurisdiction of district and school authorities in adherence to indoor and outdoor guidelines. 

Regarding higher education, campuses may be open for in-person classes with increased cleaning and hygiene regimen.   Source information: https://coronavirus.utah.gov/governor-issues-executive-order-releasing-updated-guidelines-for-low-risk-phase-in-the-utah-leads-together-plan/",,UT
2020-05-04,non-essential businesses,start,"Policy_Details: """"""The previous statewide Stay-at-Home and mass gatherings orders are
lifted and mass gatherings of more than 10 individuals are prohibited.
[...]

Industries or functions that are already in operation pursuant to KEFF
may continue to function while, if possible, avoiding gatherings of more
than 10 individuals where social distancing measures are difficult to
maintain.

Any local government that decides to impose equal or more stringent
restrictions during this phase is permitted to do so, except with regards
to essential functions in KEFF.
Any federal restrictions imposed and still in effect must be followed."""" (p.9 of pdf in Source)""   Source information: https://covid.ks.gov/wp-content/uploads/2020/05/Reopen-Kansas-Framework-v5-1.pdf",,KS
2020-05-29,phase 3,start,"Policy_Details: all 10-person gatherings resume ; remote learning in P-12 schools & higher education, limited child care & summer programs ; state parks open, activities permitted in groups of 10 or fewer with social distancing ; non-essential manufacturing open with social distancing ; bars & restaurants open for delivery, pickup, drive through only ; barbershops & salons open ; health & fitness clubs open for outdoor classes & 1:1 personal training ; retail open with capacity limits & phase coverings  Phase Level: 3, Phase Details Source information: https://coronavirus.illinois.gov/sfc/servlet.shepherd/document/download/069t000000BadS0AAJ?operationContext=S1",5.0,IL
2020-06-22,entertainment,start,"Policy_Details: - Sell or distribute tickets in advance of the event;
- Have a maximum of 50 persons, including attendees, performers, staff, and all other persons in the venue;
- Reserve seating with individuals or groups (of no more than 6 persons) seated at least 6 feet apart
- Place seats at least 30 ft. from the stage if there is live singing; otherwise, the seats must be placed at least 20 ft. from the stage
- Require that guests remain seated during the performance, only leaving as necessary
- Ensure good ventilation;
- Clean the venue and restrooms in accordance with your plan;
- Maintain a one-way flow of attendees and staff
- If the performance is indoors it must be less than 3 hours in duration;
- Require the performers to be at least 6  feet apart and wear masks when not performing;
- Inform your employees of the COVID-19 protocols you have put in place, including a mask or face covering policy and any applicable leave policies
- Maintain records of all individuals who are in the building during the event
- Post signage of your mask or face covering guidelines and physical guides or signs of your social distancing policies
- Inform any individual who is exhibiting symptoms of COVID-19 to not attend the event.   Source information: https://coronavirus.dc.gov/phasetwo",2.0,DC
2020-05-04,phase 1,start,"Policy_Details: AR Phase 1 starting May 4 with reopenings outlined in EO 20-25 by Governor Asa Hutchinson subject to Department of Health Directives and Guidances, Phase 2 to start June 15.  most businesses and restaraunts are allowed to open to 33% capacity, with some larger capacity (50%) allowed for outdoor and recreation (beaches, pools) Phase Level: 1, Phase Details Source information: https://governor.arkansas.gov/images/uploads/executiveOrders/EO_20-25._._.pdf",3.0,AR
2020-05-04,outdoor and recreation,start,"Policy_Details: """"""The previous statewide Stay-at-Home and mass gatherings orders are
lifted and mass gatherings of more than 10 individuals are prohibited.
[...]

Industries or functions that are already in operation pursuant to KEFF
may continue to function while, if possible, avoiding gatherings of more
than 10 individuals where social distancing measures are difficult to
maintain.

Any local government that decides to impose equal or more stringent
restrictions during this phase is permitted to do so, except with regards
to essential functions in KEFF.
Any federal restrictions imposed and still in effect must be followed."""" (p.9 of pdf in Source)""   Source information: https://covid.ks.gov/wp-content/uploads/2020/05/Reopen-Kansas-Framework-v5-1.pdf",,KS
2020-03-28,shelter in place,start,State Policy Start,,RI
2020-06-08,phase 2,start,"Policy_Details: Subject to public health guidelines, physical distancing, gathering size limits, and sanitization guidelines, this includes: recreational sports; pools; venues like movie theaters, bowling alleys, and arcades; some additional in-office work; bars and restaurants able to stay open until midnight; social, civic, and faith-based gatherings can meet in larger, physically-distanced groups.   Source information: https://govstatus.gov.com/reopening-oregon#phase2",,OR
2020-03-23,shelter in place,start,"Policy_Details: The policy prohibits certain types of activities, outside of a place of residence, that are deemed 'non-essential' or non-compliant with public health guidance. Strong recommendation to stay at home.   Source information: https://www.oregon.gov/gov/Documents/executive_orders/eo_20-12.pdf",,OR
2020-03-30,outdoor and recreation,start,"Policy_Details: Additional temporary areas will be designated for temporary mooring and anchoring for 30 days. Each vessel must obtain a permit, report on any health issues of passengers or crew, comply with COVID-19 terms, and must not allow new passengers on board.   Source information: https://www.vi.gov/wp-content/uploads/2020/05/3rd-Supplemental-COVID-19-Exec-Order.pdf",,VI
2020-05-08,entertainment,start,"Policy_Details: • Social and religious gatherings of up to 50 people, including non-household members (with social distancing) • 25% capacity for gyms, bars, libraries and theaters   Source information: https://covid19.alaska.gov/reopen/",,AK
